count;dtLSM
1599;897
1600;782
1601;828
1602;968
1603;779
1604;898
1605;1006
1606;781
1607;896
1608;977
1609;780
1610;897
1611;1003
1612;780
1613;896
1614;1004
1615;779
1616;1004
1617;781
1618;899
1619;1005
1620;780
1621;896
1622;1004
1623;779
1624;895
1625;1003
1626;783
1627;896
1628;781
1629;779
1630;896
1631;779
1632;780
1633;896
1634;779
1635;779
1636;1006
1637;782
1638;780
1639;1005
1640;779
1641;780
1642;1005
1643;779
1644;897
1645;1005
1646;781
1647;896
1648;1005
1649;797
1650;898
1651;1022
1652;778
1653;896
1654;1003
1655;779
1656;896
1657;1008
1658;779
1659;871
1660;1005
1661;779
1662;888
1663;779
1664;780
1665;897
1666;779
1667;781
1668;896
1669;789
1670;781
1671;1006
1672;779
1673;780
1674;1004
1675;782
1676;780
1677;1007
1678;778
1679;912
1680;1006
1681;782
1682;895
1683;1007
1684;779
1685;900
1686;1004
1687;780
1688;896
1689;1006
1690;779
1691;897
1692;1005
1693;781
1694;895
1695;780
1696;779
1697;896
1698;779
1699;779
1700;896
1701;779
1702;779
1703;1009
1704;780
1705;779
1706;1004
1707;780
1708;779
1709;1006
1710;780
1711;779
1712;1003
1713;779
1714;895
1715;1005
1716;780
1717;897
1718;1004
1719;779
1720;897
1721;783
1722;779
1723;975
1724;780
1725;897
1726;1004
1727;780
1728;896
1729;976
1730;779
1731;896
1732;1004
1733;779
1734;895
1735;1004
1736;781
1737;895
1738;1008
1739;779
1740;910
1741;780
1742;779
1743;906
1744;780
1745;780
1746;899
1747;780
1748;782
1749;968
1750;782
1751;779
1752;1006
1753;779
1754;781
1755;1007
1756;780
1757;897
1758;1008
1759;780
1760;897
1761;1005
1762;781
1763;896
1764;1007
1765;782
1766;896
1767;1006
1768;781
1769;896
1770;1005
1771;779
1772;897
1773;780
1774;781
1775;896
1776;780
1777;779
1778;897
1779;780
1780;780
1781;1013
1782;781
1783;780
1784;1007
1785;778
1786;779
1787;1003
1788;780
1789;779
1790;966
1791;779
1792;889
1793;1005
1794;781
1795;896
1796;1006
1797;778
1798;896
1799;1006
1800;779
1801;898
1802;1011
1803;781
1804;897
1805;1003
1806;779
1807;895
1808;779
1809;781
1810;896
1811;779
1812;781
1813;857
1814;779
1815;779
1816;1005
1817;779
1818;779
1819;1003
1820;779
1821;781
1822;1006
1823;830
1824;780
1825;1003
1826;778
1827;897
1828;1003
1829;779
1830;897
1831;1007
1832;781
1833;897
1834;1004
1835;778
1836;897
1837;1007
1838;780
1839;898
1840;1003
1841;781
1842;896
1843;758
1844;778
1845;898
1846;780
1847;781
1848;896
1849;780
1850;781
1851;1014
1852;779
1853;780
1854;1003
1855;781
1856;779
1857;1006
1858;780
1859;778
1860;1005
1861;778
1862;895
1863;1005
1864;779
1865;944
1866;1006
1867;779
1868;898
1869;1003
1870;782
1871;899
1872;1002
1873;779
1874;897
1875;779
1876;778
1877;914
1878;780
1879;896
1880;1005
1881;779
1882;896
1883;1011
1884;779
1885;898
1886;778
1887;778
1888;899
1889;783
1890;780
1891;898
1892;780
1893;780
1894;1004
1895;780
1896;779
1897;1006
1898;780
1899;779
1900;1006
1901;781
1902;892
1903;969
1904;838
1905;894
1906;1017
1907;779
1908;896
1909;1005
1910;779
1911;897
1912;1006
1913;779
1914;899
1915;1004
1916;794
1917;898
1918;780
1919;780
1920;901
1921;779
1922;780
1923;895
1924;780
1925;782
1926;1042
1927;779
1928;783
1929;1004
1930;780
1931;779
1932;1008
1933;779
1934;780
1935;1004
1936;780
1937;896
1938;1006
1939;779
1940;903
1941;1004
1942;780
1943;897
1944;785
1945;783
1946;932
1947;778
1948;907
1949;1005
1950;778
1951;896
1952;1003
1953;778
1954;896
1955;1005
1956;781
1957;896
1958;1003
1959;779
1960;910
1961;1004
1962;780
1963;897
1964;780
1965;779
1966;895
1967;778
1968;780
1969;898
1970;779
1971;779
1972;1005
1973;777
1974;780
1975;1009
1976;779
1977;792
1978;782
1979;779
1980;899
1981;778
1982;780
1983;1004
1984;779
1985;783
1986;785
1987;780
1988;897
1989;783
1990;780
1991;1004
1992;779
1993;742
1994;1004
1995;782
1996;779
1997;805
1998;779
1999;901
2000;780
2001;780
2002;1002
2003;790
2004;897
2005;1007
2006;779
2007;896
2008;780
2009;780
2010;895
2011;780
2012;779
2013;1004
2014;780
2015;898
2016;1005
2017;779
2018;896
2019;782
2020;779
2021;897
2022;779
2023;780
2024;899
2025;780
2026;778
2027;1008
2028;779
2029;781
2030;1005
2031;779
2032;779
2033;1008
2034;779
2035;779
2036;1005
2037;779
2038;895
2039;1004
2040;779
2041;897
2042;1004
2043;779
2044;902
2045;1005
2046;779
2047;899
2048;1004
2049;781
2050;897
2051;1005
2052;780
2053;897
2054;778
2055;781
2056;895
2057;778
2058;781
2059;895
2060;779
2061;781
2062;1007
2063;780
2064;838
2065;974
2066;778
2067;781
2068;1003
2069;780
2070;783
2071;1002
2072;781
2073;897
2074;1004
2075;779
2076;895
2077;1005
2078;782
2079;897
2080;1007
2081;779
2082;902
2083;1005
2084;781
2085;897
2086;1007
2087;779
2088;897
2089;780
2090;780
2091;895
2092;780
2093;782
2094;897
2095;780
2096;779
2097;1007
2098;780
2099;779
2100;1008
2101;779
2102;779
2103;1003
2104;780
2105;777
2106;1005
2107;780
2108;899
2109;1007
2110;779
2111;897
2112;1004
2113;779
2114;1006
2115;781
2116;781
2117;1005
2118;780
2119;897
2120;1004
2121;779
2122;899
2123;1005
2124;781
2125;895
2126;1005
2127;781
2128;896
2129;1004
2130;782
2131;896
2132;1007
2133;779
2134;896
2135;780
2136;780
2137;899
2138;781
2139;777
2140;895
2141;781
2142;779
2143;1003
2144;778
2145;774
2146;1008
2147;778
2148;779
2149;1003
2150;781
2151;895
2152;1005
2153;793
2154;897
2155;1008
2156;778
2157;897
2158;1007
2159;781
2160;895
2161;1006
2162;778
2163;952
2164;1005
2165;767
2166;896
2167;780
2168;778
2169;905
2170;778
2171;780
2172;897
2173;781
2174;827
2175;973
2176;779
2177;899
2178;780
2179;779
2180;896
2181;783
2182;779
2183;901
2184;779
2185;778
2186;896
2187;781
2188;781
2189;1005
2190;779
2191;778
2192;1005
2193;782
2194;778
2195;967
2196;780
2197;901
2198;1006
2199;778
2200;895
2201;1004
2202;779
2203;898
2204;1005
2205;780
2206;900
2207;1003
2208;778
2209;895
2210;1004
2211;780
2212;896
2213;779
2214;780
2215;896
2216;779
2217;778
2218;894
2219;779
2220;780
2221;1006
2222;779
2223;780
2224;1003
2225;780
2226;805
2227;982
2228;778
2229;779
2230;1004
2231;780
2232;898
2233;1005
2234;781
2235;900
2236;1037
2237;780
2238;900
2239;1003
2240;781
2241;900
2242;1014
2243;778
2244;921
2245;1003
2246;782
2247;897
2248;779
2249;779
2250;898
2251;779
2252;781
2253;896
2254;794
2255;779
2256;1009
2257;780
2258;779
2259;1005
2260;782
2261;777
2262;1005
2263;782
2264;779
2265;1003
2266;780
2267;896
2268;1007
2269;778
2270;898
2271;1004
2272;781
2273;896
2274;974
2275;779
2276;902
2277;1005
2278;781
2279;895
2280;1004
2281;780
2282;897
2283;779
2284;780
2285;896
2286;783
2287;779
2288;897
2289;781
2290;779
2291;1003
2292;779
2293;777
2294;1003
2295;778
2296;778
2297;1003
2298;779
2299;897
2300;1004
2301;780
2302;895
2303;1006
2304;782
2305;896
2306;969
2307;781
2308;897
2309;1003
2310;778
2311;895
2312;1004
2313;779
2314;896
2315;1009
2316;778
2317;901
2318;779
2319;783
2320;896
2321;780
2322;779
2323;898
2324;783
2325;816
2326;976
2327;781
2328;786
2329;1005
2330;779
2331;780
2332;1002
2333;781
2334;900
2335;1007
2336;779
2337;900
2338;1005
2339;782
2340;895
2341;816
2342;786
2343;806
2344;2895
2345;823
2346;1048
2347;807
2348;785
2349;1004
2350;825
2351;987
2352;852
2353;845
2354;1019
2355;832
2356;782
2357;1006
2358;786
2359;778
2360;1074
2361;779
2362;899
2363;1005
2364;780
2365;898
2366;1009
2367;779
2368;897
2369;1004
2370;810
2371;896
2372;1005
2373;778
2374;900
2375;1004
2376;781
2377;898
2378;780
2379;778
2380;899
2381;779
2382;780
2383;898
2384;781
2385;779
2386;1006
2387;778
2388;779
2389;1004
2390;781
2391;779
2392;986
2393;778
2394;960
2395;1005
2396;778
2397;897
2398;1006
2399;778
2400;897
2401;1003
2402;780
2403;899
2404;968
2405;779
2406;897
2407;1003
2408;778
2409;897
2410;778
2411;778
2412;898
2413;779
2414;780
2415;898
2416;780
2417;779
2418;1006
2419;778
2420;778
2421;1007
2422;779
2423;793
2424;1007
2425;779
2426;779
2427;1006
2428;780
2429;896
2430;1008
2431;779
2432;897
2433;1011
2434;780
2435;937
2436;970
2437;780
2438;898
2439;1007
2440;778
2441;901
2442;1004
2443;783
2444;896
2445;799
2446;780
2447;899
2448;779
2449;781
2450;894
2451;781
2452;781
2453;1006
2454;779
2455;781
2456;1005
2457;780
2458;780
2459;1006
2460;778
2461;781
2462;1005
2463;782
2464;901
2465;968
2466;780
2467;898
2468;1004
2469;780
2470;896
2471;1004
2472;781
2473;901
2474;1003
2475;781
2476;898
2477;1005
2478;782
2479;897
2480;779
2481;779
2482;897
2483;780
2484;780
2485;896
2486;779
2487;781
2488;929
2489;779
2490;779
2491;1003
2492;779
2493;780
2494;1003
2495;782
2496;898
2497;1008
2498;780
2499;896
2500;1006
2501;778
2502;896
2503;1005
2504;831
2505;897
2506;1023
2507;780
2508;896
2509;1005
2510;778
2511;1007
2512;819
2513;898
2514;1018
2515;779
2516;896
2517;1006
2518;779
2519;896
2520;1008
2521;778
2522;895
2523;781
2524;777
2525;897
2526;800
2527;779
2528;899
2529;781
2530;781
2531;1005
2532;783
2533;780
2534;1007
2535;780
2536;781
2537;1009
2538;781
2539;778
2540;1014
2541;778
2542;897
2543;1005
2544;780
2545;897
2546;1006
2547;778
2548;899
2549;1005
2550;779
2551;896
2552;1004
2553;779
2554;896
2555;1006
2556;782
2557;898
2558;781
2559;778
2560;897
2561;777
2562;780
2563;898
2564;779
2565;780
2566;985
2567;779
2568;780
2569;1008
2570;779
2571;779
2572;1007
2573;779
2574;897
2575;1004
2576;780
2577;895
2578;967
2579;781
2580;895
2581;1005
2582;779
2583;895
2584;1005
2585;780
2586;897
2587;1008
2588;779
2589;899
2590;780
2591;780
2592;897
2593;779
2594;780
2595;900
2596;780
2597;794
2598;993
2599;779
2600;780
2601;1003
2602;780
2603;782
2604;1004
2605;779
2606;780
2607;794
2608;779
2609;930
2610;778
2611;781
2612;1002
2613;779
2614;780
2615;985
2616;779
2617;778
2618;1004
2619;779
2620;895
2621;1006
2622;780
2623;900
2624;1004
2625;781
2626;896
2627;1004
2628;778
2629;897
2630;1002
2631;781
2632;895
2633;1002
2634;781
2635;896
2636;1006
2637;780
2638;893
2639;779
2640;779
2641;895
2642;779
2643;779
2644;898
2645;780
2646;781
2647;1005
2648;779
2649;779
2650;1004
2651;780
2652;778
2653;1005
2654;778
2655;901
2656;1004
2657;778
2658;897
2659;1002
2660;779
2661;898
2662;1004
2663;779
2664;896
2665;1004
2666;779
2667;894
2668;1028
2669;782
2670;895
2671;779
2672;778
2673;895
2674;780
2675;779
2676;916
2677;780
2678;781
2679;1005
2680;778
2681;779
2682;1005
2683;779
2684;780
2685;1005
2686;806
2687;779
2688;1004
2689;779
2690;896
2691;1004
2692;781
2693;896
2694;1006
2695;780
2696;899
2697;1005
2698;780
2699;896
2700;1007
2701;778
2702;898
2703;1004
2704;781
2705;895
2706;785
2707;779
2708;897
2709;779
2710;784
2711;896
2712;783
2713;779
2714;1008
2715;778
2716;895
2717;780
2718;781
2719;899
2720;782
2721;778
2722;898
2723;779
2724;778
2725;1008
2726;777
2727;779
2728;989
2729;779
2730;832
2731;779
2732;778
2733;898
2734;779
2735;778
2736;987
2737;776
2738;779
2739;1006
2740;780
2741;779
2742;1009
2743;779
2744;779
2745;1008
2746;779
2747;898
2748;1005
2749;779
2750;1005
2751;781
2752;779
